Structure,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
10,186.77774,133.7744867,57.18986667,41.90361212,151.4422378,115.0953261,0.373334186,-3.647905137
11,182.0209133,135.3073633,59.36155333,39.49574021,150.8785467,108.9780922,0.379618304,-3.63986066
12,181.23605,135.0973867,53.61853,36.79067725,150.4769411,102.0547786,0.386965208,-3.648163713
13,193.06934,139.5636633,63.14187667,44.30118703,157.3988889,121.5041226,0.371341613,-3.775559944
14,183.04397,140.8298233,56.83395,38.03905175,154.9012056,105.4827014,0.386505401,-3.781576757
15,186.50751,138.72891,60.2749,39.09218902,154.65511,108.1631008,0.383436225,-3.794590314
16,195.1685767,140.5333033,67.37421333,46.73292875,158.7450611,127.6704891,0.365958571,-3.802764095
17,196.1924367,141.1988433,70.71387,48.25962999,159.5300411,131.5170907,0.362599452,-3.869558462
18,193.9031567,141.2042933,71.05030333,47.71638636,158.7705811,130.1144379,0.363414623,-3.855401349
19,191.89372,138.8325267,68.71167,46.48749153,156.5195911,126.8991425,0.364874059,-3.870595309
20,197.0822867,140.6829367,75.66012,50.91110782,159.48272,138.0442018,0.355737556,-3.857993509
21,195.5846067,137.1426667,69.23227667,48.86886449,156.6233133,132.7952154,0.35868939,-3.767222306
22,183.30704,137.4436267,59.37769,39.47425122,152.7314311,109.0296554,0.381022465,-3.743208119
23,188.2315367,137.2458933,64.33014,44.12384547,154.2411078,120.8478631,0.369416715,-3.752888766
24,190.13653,139.07449,67.22143667,45.17145264,156.09517,123.5924621,0.368037277,-3.764787127
25,186.6688,137.7547967,62.17481,42.14006573,154.0594644,115.8567222,0.374662334,-3.744511999
26,174.80688,125.3346433,47.08423667,35.47715912,141.8253889,98.24000494,0.38455287,-3.333091995
27,166.9845967,128.69707,44.53653667,30.71931309,141.4595789,85.93723892,0.398749358,-3.336739341
28,165.9995833,129.2988267,43.03164,29.3659403,141.5324122,82.39895482,0.402968098,-3.329531599
29,169.1746933,128.2035967,47.83197667,33.40800619,141.8606289,92.92912018,0.390821105,-3.368547021
30,170.8775267,126.7315867,44.51478667,32.63628931,141.4469,90.91643239,0.392873306,-3.356975298
31,173.0019633,131.2144233,49.01531667,34.56712454,145.1436033,96.07440756,0.389678905,-3.461926351
32,170.8721767,132.4236467,53.73846667,33.97464317,145.2398233,94.55140974,0.391499673,-3.461573183
33,168.24816,132.3565333,48.49450333,30.41419596,144.3204089,85.25377232,0.401545719,-3.469022501
34,170.0508767,133.0226567,56.67943,33.95001713,145.3653967,94.49372996,0.391659533,-3.496692446
35,176.5386833,129.8688067,53.49399,38.0902564,145.4254322,105.0951583,0.379554357,-3.491275228
36,176.96365,134.0412733,50.08861667,35.21296525,148.3487322,97.89337196,0.390018865,-3.534053309
37,180.9127333,132.6200333,55.52308667,39.51690236,148.7176,108.9047343,0.377951305,-3.542092004
38,174.8986633,133.17246,51.75505333,35.52505018,147.0811944,98.63400823,0.388231793,-3.54270549
39,178.9875267,133.3150833,53.61641333,37.95249893,148.5392311,104.9215107,0.382274075,-3.580264145
40,179.5334067,135.3194033,57.74833667,38.03799963,150.0574044,105.2230168,0.383130262,-3.584952131
41,197.0647433,142.6902733,67.7675,46.52592581,160.8150967,127.3011448,0.368066756,-3.873302584
42,191.7700933,137.4209267,61.57954333,42.20933572,155.5373156,116.1235643,0.375567305,-3.870607772
43,204.2440267,141.5435167,79.02609,54.41549012,162.4436867,146.8492516,0.34933317,-3.970985181
44,207.0950733,141.56568,82.27178667,56.83439972,163.4088111,152.789544,0.344164315,-3.971688668
45,202.9495433,140.8558767,79.11976333,54.01957328,161.5537656,145.8072742,0.349578174,-3.976724761
46,199.10667,145.67029,68.75033,46.36600993,163.4824167,127.0837576,0.370440952,-3.943897593
47,195.5363433,144.2962267,64.6821,43.41622555,161.3762656,119.5293908,0.376552075,-3.922358116
48,211.9177933,142.4731767,85.30455667,59.37736765,165.6213822,159.1169538,0.339878813,-4.09895152
49,211.7921067,142.79174,86.54916667,59.74264228,165.7918622,160.0083979,0.339147314,-4.08774004
50,211.3482133,144.3915167,88.43326333,59.78208626,166.7104156,160.197414,0.339844626,-4.084584242
51,201.6799767,144.57913,65.50754333,46.77021216,163.6127456,128.1040608,0.369504807,-4.029144371
52,209.7136467,142.0070633,73.15301333,53.5229233,164.5759244,144.8646146,0.353295052,-4.024463819
53,223.4118933,143.75279,95.35440667,67.16855566,170.3058244,178.0924656,0.32571308,-4.210189263
54,221.5117233,144.64378,96.85267667,66.82638502,170.2664278,177.2854192,0.326462737,-4.211534789
55,221.7487067,144.6318533,96.21107333,66.65841025,170.3374711,176.8997517,0.326912471,-4.211993317
56,233.2698333,151.61789,95.04516333,67.60457764,178.8352044,180.117316,0.332138461,-4.429315985
57,236.69567,150.2688733,101.37437,71.93983327,179.0778056,190.3324666,0.322858686,-4.4269418
58,233.0146333,151.08049,95.67431333,67.93165228,178.3918711,180.840287,0.331045845,-4.420713383
59,192.5611833,125.45316,78.19222333,55.48778463,147.8225011,147.9513089,0.333188105,-3.6183752
60,191.7695167,125.39894,78.18851667,55.28212141,147.5224656,147.4304805,0.333437255,-3.613591064
61,194.4479367,125.7988967,80.09467667,56.939985,148.68191,151.4824562,0.330194029,-3.620733677
62,170.6848633,131.1274633,41.55944,29.988289,144.3132633,84.13698023,0.402830622,-3.315429311
63,163.7398367,133.82829,38.95902,22.34912255,143.7988056,63.7449664,0.426117877,-3.303917094
64,170.12933,131.2477133,39.74448,28.34932027,144.2082522,79.81761925,0.407751905,-3.311658628
65,221.8447833,144.7054067,82.52859333,60.71444389,170.4185322,162.808873,0.340775461,-4.187795726
66,217.11544,145.5032633,78.41384333,57.10363131,169.3739889,154.003691,0.348457948,-4.186666777
67,223.73559,146.41332,92.17842667,64.87941379,172.18741,172.919785,0.33262444,-4.261216328
68,171.3022333,132.7081567,48.90319667,33.12282107,145.5728489,92.36319706,0.394253178,-3.381684856
69,165.5897033,132.1889633,41.61064667,27.8744276,143.3225433,78.53211411,0.408676714,-3.35875967
70,186.9462267,127.7885467,67.71769667,48.26593233,147.5077733,130.557875,0.352484752,-3.560511954
71,187.16245,137.2868867,75.92576,48.57097158,153.9120744,131.8439787,0.357230198,-3.77522687
72,187.99876,137.30098,77.04704,49.33133964,154.20024,133.7328624,0.35545541,-3.770171977
73,176.8819533,134.0490067,45.44114,29.80627945,148.3266556,83.80527454,0.405832531,-3.501721111
74,242.3279533,154.4021033,106.2158567,74.53419841,183.71072,196.9653309,0.32130844,-4.558179461
75,241.4674233,153.7923933,108.0057367,75.1542303,183.0174033,198.3170642,0.319400541,-4.5572507
76,240.8239033,152.24656,96.43707,70.40243781,181.7723411,187.0575006,0.328487382,-4.513660111
77,189.1230933,126.8986733,80.08120667,54.70781802,147.6401467,146.080194,0.335094318,-3.641622023
80,180.6194833,139.2525433,69.57142667,42.73073717,153.0415233,117.2772174,0.372281702,-3.533577058
81,178.29486,126.01785,65.20695333,45.11915929,143.44352,122.5123433,0.357653215,-3.526106081
82,158.6211667,132.9688167,34.68207,22.95802591,141.5196,65.34077402,0.423048617,-3.201428451
83,248.90481,156.2029433,110.57228,77.99432741,187.1035656,205.4373825,0.317002078,-4.649600358
84,249.6899567,156.0641033,110.11885,78.11832708,187.2727211,205.7468,0.316892,-4.649868172
85,249.9614667,155.51642,109.75511,78.2060492,186.9981022,205.9126592,0.316475268,-4.652238613
86,171.8135033,129.9608033,73.13803,44.22724524,143.9117033,120.3527194,0.360617406,-3.557003159
87,171.89454,130.0316333,73.14017333,44.23145646,143.9859356,120.368881,0.360670557,-3.557003341
88,171.8263967,129.96137,73.14041,44.23261412,143.9163789,120.366335,0.360606166,-3.557003276
89,165.6284967,131.7118067,34.27984,25.46061533,143.01737,72.10313456,0.415973919,-3.171146762
90,165.6294633,131.7042967,34.28068667,25.46438832,143.0126856,72.1130885,0.415959567,-3.171146758
91,165.6290433,131.71156,34.28190333,25.46080622,143.0173878,72.10364536,0.415973334,-3.171146831
1,208.8467867,143.2988933,86.92044,58.76139267,165.1481911,157.5931057,0.340957885,-4.094890194
2,208.3167933,141.4802,85.75659,58.37324217,163.7590644,156.521895,0.340699001,-4.094391411
3,209.6684367,143.2599733,84.24527,57.77911129,165.3961278,155.2581556,0.343549183,-4.091462714
4,207.0836233,144.3409567,84.26288333,56.49925948,165.2551789,152.1573667,0.346543017,-4.089200068
5,211.6740533,141.9642533,87.49256667,60.37096021,165.2008533,161.446551,0.337120947,-4.098578653
6,200.8221667,141.3628767,80.95695,53.95580613,161.18264,145.618811,0.349426701,-3.958644361
7,200.5872233,139.9110167,81.08184667,54.31101002,160.1364189,146.3840829,0.34764648,-3.958895563
8,200.8581733,141.0226133,82.33235667,54.86887061,160.9678,147.8118097,0.346955095,-3.952754091
9,201.03252,140.2519133,81.36057,54.59681159,160.5121156,147.1109301,0.347248363,-3.950228117
10,199.67121,141.4366167,80.83822667,53.51977815,160.8481478,144.5293522,0.350242445,-3.958605735
11,212.44956,143.9147667,87.26068667,59.17401294,166.7596978,158.745324,0.341343236,-4.103344879
12,212.3960667,144.08924,86.46327,59.47040825,166.8581822,159.4659807,0.34071705,-4.101788581
13,210.62121,144.5560867,83.40072667,56.87701663,166.5777944,153.1951826,0.346723085,-4.109244753
14,210.50186,144.7269667,83.89070667,57.13781079,166.6519311,153.8325659,0.346153832,-4.099234528
15,209.5252333,143.3840967,84.947,57.21207412,165.4311422,153.8953611,0.34495527,-4.115562303
16,207.87096,140.5808733,86.95203,59.40705685,163.0109022,158.9162333,0.337519831,-4.071205936
17,210.98158,142.09264,89.22656667,60.20453322,165.05562,161.0343459,0.337393858,-4.068730277
18,208.4363767,141.3515167,86.35294333,58.99030053,163.7131367,157.9943467,0.339155295,-4.078495306
19,205.4108967,140.2739533,88.97816,59.25257508,161.9862678,158.4393409,0.336982744,-4.080378177
20,210.1018633,139.8230533,88.39656333,60.64827252,163.2493233,161.8962816,0.334714699,-4.087378384
21,204.1738333,141.05917,84.72969667,56.889301,162.0973911,152.7932549,0.342899739,-4.014327093
22,204.50984,140.9303,85.24782,57.36127477,162.12348,153.9297471,0.341756679,-4.009227219
23,205.9998333,141.7907333,85.81303,57.71986977,163.1937667,154.897726,0.341805921,-4.022367549
24,202.1192967,141.65914,83.70570333,55.24078247,161.8125256,148.7905949,0.346745903,-4.018338978
25,207.3688567,138.9704933,87.23665667,59.80684525,161.7699478,159.7356198,0.33542924,-4.023294829
26,197.6946667,137.7719767,79.45055667,53.67634978,157.7462067,144.6251662,0.347196361,-3.782434339
27,190.2095967,141.17865,76.67662667,48.49727574,157.5222989,131.950391,0.360389723,-3.784730007
28,193.0112567,139.7027367,80.69151667,51.51203947,157.4722433,139.3423152,0.352521824,-3.788248341
29,190.5412067,138.29825,77.08918,49.90642726,155.7125689,135.2679923,0.355216149,-3.773282723
30,199.0805267,135.57159,79.76975,54.76778542,156.7412356,147.1630195,0.343518077,-3.786056802
31,195.0465967,138.1069733,78.56554333,52.27467039,157.0868478,141.1652297,0.350225919,-3.827389835
32,199.5643733,136.7599233,82.03847,55.22510809,157.69474,148.3569897,0.343202348,-3.82847928
33,199.4111133,137.1085533,83.1552,55.65593862,157.8760733,149.4106108,0.342270156,-3.826103764
34,190.9405133,138.0530733,76.63760333,49.3287883,155.68222,133.8493874,0.356706622,-3.816967745
35,195.78596,136.6239467,83.42772333,54.96387575,156.3446178,147.5955925,0.342659979,-3.818873911
36,197.68245,139.4033267,78.11524333,50.78316124,158.8297011,137.6762515,0.355530535,-3.89615917
37,198.6423,139.37572,76.88417667,51.225452,159.1312467,138.7844623,0.354643609,-3.908907888
38,198.66105,139.85606,78.04509,52.241423,159.4577233,141.294051,0.352318169,-3.906448117
39,197.8806733,136.9173367,79.99276333,54.06054517,157.2384489,145.5060371,0.345769235,-3.899579751
40,203.1115533,137.3418733,83.10281333,57.14835672,159.2651,153.1294889,0.339754086,-3.893165829
41,215.78942,147.5430633,84.17383667,58.40909879,170.2918489,157.2488237,0.346098698,-4.176864506
42,221.4580133,144.2269933,91.36757,63.59456431,169.9706667,169.6282144,0.333669129,-4.188215851
43,212.9206333,142.50746,92.43803667,62.72709389,165.9785178,167.1275072,0.33217958,-4.135922886
44,207.43364,142.1022667,92.64317667,60.98867343,163.8793911,162.7736338,0.334457897,-4.132042762
45,211.0478267,142.1511533,91.13826,61.59634347,165.1167111,164.3520063,0.334105216,-4.132494642
46,219.1999167,149.0796233,85.04992667,59.56818641,172.4530544,160.2531779,0.345123862,-4.263815242
47,221.9937333,147.39982,88.28454667,62.39354963,172.2644578,167.0164072,0.338410847,-4.261923372
48,217.0040967,143.12848,96.28740333,65.57025402,167.7536856,174.0355429,0.327092182,-4.198626209
49,213.8046967,143.53235,96.48957333,64.2899587,166.9564656,170.9298759,0.32936682,-4.197446569
50,212.9544,143.92351,95.32665333,63.3702371,166.9338067,168.7566417,0.331513415,-4.188273359
51,231.8799933,149.2669467,93.92173,66.78909803,176.8046289,177.9589151,0.332245234,-4.335412493
52,228.6724833,150.0447433,88.56636,63.71067875,176.25399,170.5789326,0.338699696,-4.343526498
53,217.2224,143.0680833,100.55086,67.39800068,167.7861889,178.3178484,0.322871944,-4.261859788
54,220.9732667,145.2361667,101.70871,68.41440689,170.4818667,181.0277324,0.323023473,-4.269342671
55,218.86937,146.1459533,101.1682233,67.12175801,170.3870922,177.9926513,0.325893843,-4.265243716
56,237.3910267,152.1019067,104.4577567,72.85108955,180.5316133,192.6407465,0.32215419,-4.542005328
57,239.26483,151.6164533,104.47117,73.70681537,180.8325789,194.6713005,0.320578698,-4.547243214
58,238.68162,151.7650567,104.7716033,73.57107271,180.7372444,194.3433552,0.320786472,-4.543220323
59,190.0634967,131.1860233,73.17784333,50.61641164,150.8118478,136.570369,0.349072016,-3.736255377
60,182.7547067,135.0191133,78.37702333,48.71168711,150.9309778,131.9408045,0.354303375,-3.721527643
61,188.7322433,132.5320867,79.24915333,52.23771972,151.2654722,140.5357168,0.345155546,-3.7327526
62,204.1108833,145.05744,76.21058,51.92893574,164.7419211,140.9744416,0.357378498,-3.876270113
63,200.2642467,145.68796,75.02478667,49.95569682,163.8800556,136.043656,0.361643062,-3.872835771
64,202.2255433,145.5552833,77.62545333,51.67624683,164.44537,140.3294344,0.357775022,-3.87802668
65,226.55159,149.4262367,93.45037,65.25208641,175.1346878,174.1303025,0.334289155,-4.394907353
66,227.3279933,149.20573,92.36935667,65.34288126,175.2464844,174.3580987,0.334178225,-4.403626691
67,227.2193333,147.5598467,101.0490733,69.55246766,174.1130089,184.138319,0.323736779,-4.377784356
68,195.3568533,143.1632533,78.49290667,50.23561454,160.56112,136.4737531,0.358336654,-3.865243347
69,196.7222833,142.64936,80.84141,51.67197222,160.6736678,140.0073284,0.354770511,-3.870793089
70,189.69181,136.2469267,79.50955333,51.3791397,154.0618878,138.7168764,0.349933817,-3.773927728
71,197.9764833,137.7286933,86.27466667,56.54766072,157.81129,151.542514,0.339953874,-3.884751044
72,199.5372067,136.5083367,85.14254333,56.75880978,157.51796,152.0174916,0.339153271,-3.877761479
73,207.2978433,145.4110167,82.63099,55.62654447,166.0399589,150.1157556,0.349317642,-4.004537923
74,244.0234267,153.4814933,112.83447,78.2253518,183.6621378,205.5004773,0.31351584,-4.615967459
75,246.0667167,154.30442,111.7645833,78.19952544,184.8918522,205.6110275,0.314656491,-4.622125443
76,245.2796733,153.0586133,107.8787933,76.66539771,183.7989667,201.9213514,0.316900175,-4.632499861
77,182.47239,133.4009367,85.75828333,51.94745795,149.7580878,139.6906094,0.34453749,-3.699495266
78,201.1416167,147.6852233,72.37294,48.48577966,165.5040211,132.5167144,0.366552372,-3.879006168
79,204.9339,146.3875867,75.92308,51.79141777,165.9030244,140.7299482,0.35862228,-3.883083362
80,178.1227367,132.73388,81.64446,49.03255638,147.8634989,132.4565055,0.350699568,-3.652318374
81,178.6794133,132.44238,82.71615667,49.70334312,147.8547244,134.0851864,0.348854806,-3.648649955
82,196.62725,146.4967233,72.41835333,47.27735948,163.2068989,129.3428431,0.367915262,-3.811238132
83,253.8929933,155.1319333,116.2005267,82.43134411,188.0522867,215.7673522,0.308770071,-4.712484394
84,255.0870967,155.0472833,116.38327,82.93460494,188.3938878,216.9662463,0.308056188,-4.715037844
85,254.6135367,154.9852,116.5903633,82.88187301,188.1946456,216.8165798,0.307985522,-4.710370422
86,191.3964733,124.65721,90.02504667,59.68740386,146.9036311,157.7037086,0.321080315,-3.616714145
87,191.3105167,124.55219,90.02436333,59.69843575,146.8049656,157.7167336,0.320945278,-3.61671397
88,198.7958933,121.08627,91.66410667,64.87746294,146.9894778,169.6697358,0.307616914,-3.619521541
89,198.9542233,147.51475,73.87286,48.41879413,164.6612411,132.2897411,0.366099089,-3.816594826
90,198.9246867,147.4816233,73.87109,48.41947137,164.6293111,132.2891359,0.366073732,-3.816594917
91,200.4163433,147.33862,75.12074333,49.40144616,165.0311944,134.7579189,0.363906619,-3.819172549
1,191.2537633,141.72816,63.40153333,42.50203582,158.2366944,117.028261,0.376737123,-3.907714596
2,196.3755967,142.5434867,64.78101667,44.92313671,160.4875233,123.2678352,0.371986066,-3.920352561
3,188.3544733,145.0911967,61.52268333,39.36440846,159.5122889,109.1172483,0.385988671,-3.909748871
4,195.8877467,142.97291,64.62482,44.89424254,160.6111889,123.2034039,0.372151493,-3.917359556
5,195.12627,143.9634,66.91757667,43.88195502,161.01769,120.6826957,0.375083399,-3.910679905
6,185.53927,142.0043367,60.21865,39.42819698,156.5159811,109.1215914,0.383801438,-3.758037492
7,188.8739233,140.7308633,62.05492333,42.20010548,156.77855,116.1765623,0.376496113,-3.748649357
8,183.4015467,143.35571,60.17087667,37.9296513,156.7043222,105.2936521,0.388012393,-3.746864181
9,187.1029033,141.8152,60.12311333,39.91263821,156.9111011,110.3790699,0.38275838,-3.751939996
10,187.16016,141.7571433,58.72316667,38.8709934,156.8914822,107.7170859,0.385571559,-3.749114513
11,193.5239767,145.15122,64.2902,43.08754836,161.2754722,118.6923986,0.377339895,-3.953995352
12,203.91106,141.6683133,66.43646667,47.87239792,162.4158956,130.7690506,0.365808444,-3.986062806
13,192.82329,148.1810733,64.64700667,39.70886036,163.0618122,110.1826753,0.387381485,-3.951005184
14,193.85816,144.3779133,63.42570667,43.03646917,160.8713289,118.5388601,0.377190816,-3.955161769
15,193.6317533,144.4311133,63.73165333,42.96584465,160.8313267,118.3578292,0.37734787,-3.953589126
16,195.3227167,141.9004,65.19793333,45.22859457,159.7078389,123.9820503,0.370615774,-3.876712459
17,195.6183133,141.8046567,63.24153667,43.17733022,159.7425422,118.8260327,0.376023391,-3.874828259
18,193.2505967,143.4311367,64.32798333,43.0300652,160.0376233,118.4721424,0.376620531,-3.865323802
19,194.0030067,144.0028433,65.56028667,43.6634249,160.6695644,120.1099487,0.375406865,-3.877826006
20,191.95366,142.69351,62.74473,43.00015548,159.11356,118.340069,0.376042338,-3.861169776
21,188.83448,144.3179533,63.13778333,40.17991897,159.1567956,111.1834837,0.383570283,-3.801307818
22,185.30542,143.02539,60.86690667,39.32372231,157.1187333,108.887071,0.384495981,-3.804281018
23,192.6394667,140.0514067,63.58481333,44.50204725,157.58076,122.0197004,0.370944799,-3.816981906
24,186.43417,143.0668133,61.70770333,39.31390645,157.5225989,108.8834746,0.384795922,-3.814614916
25,189.5707033,142.39203,61.13990333,41.58715818,158.1182544,114.7051582,0.37909349,-3.813042877
26,188.4000967,140.2757167,63.62060333,43.03719833,156.3171767,118.2586191,0.373911682,-3.599740679
27,182.17572,142.4390133,63.34626667,39.46850739,155.6845822,109.1792953,0.383119131,-3.593705611
28,188.0265967,139.9334967,62.99686,42.78994174,155.96453,117.6137757,0.37431568,-3.587711403
29,184.42118,138.3578467,61.72726333,41.47283746,153.7122911,114.1521195,0.376227508,-3.550966349
30,184.0246533,139.7317467,63.81671,41.58288476,154.4960489,114.4780021,0.376503851,-3.56416807
31,185.4720267,137.30563,57.32701667,40.45893581,153.3610956,111.5658939,0.378754676,-3.603723766
32,186.1481233,138.8958767,60.05859333,41.07480509,154.6466256,113.2020951,0.377999175,-3.612796774
33,191.84794,137.2507267,61.78682333,44.3991901,155.4497978,121.6187536,0.369605541,-3.614661451
34,181.6131167,139.9230233,56.82205,37.49940991,153.8197211,104.0433851,0.387266964,-3.562618738
35,181.7888133,139.7945033,56.44288333,37.97279689,153.7926067,105.2555398,0.385933464,-3.567179926
36,187.3722633,141.4837433,61.06919333,41.04882633,156.7799167,113.2615917,0.379595982,-3.697084795
37,188.68381,141.6735733,62.79514667,41.95105943,157.3436522,115.5810793,0.377570446,-3.697285564
38,187.8489467,139.6136467,59.86152,41.28559555,155.69208,113.798004,0.378180483,-3.705746084
39,179.6482467,141.6452833,55.79917333,35.61025039,154.3129378,99.2000683,0.392858337,-3.653767417
40,182.2874,139.8613033,57.53439,38.39664257,154.0033356,106.3513032,0.38490368,-3.65554807
41,215.4584467,142.5082533,76.25580333,54.74137812,166.8249844,148.0325079,0.352107976,-4.094965786
42,208.96445,146.4202767,74.41649,51.10742348,167.2683344,139.1502138,0.361350312,-4.064422468
43,194.7397733,144.8819967,64.43030667,42.2131121,161.5012556,116.4899739,0.379784243,-3.913553456
44,192.1536567,143.9398467,63.54931,42.75648578,160.0111167,117.7789106,0.377322158,-3.917563666
45,201.70054,142.6869533,69.18577667,48.91340988,162.3581489,133.3489468,0.363112356,-3.922087528
46,215.5292433,147.01779,75.66466,53.89948146,169.8549411,146.2308056,0.35651403,-4.187619072
47,213.4238267,148.55892,74.15895,53.03662958,170.1805556,144.1365438,0.358839588,-4.190118894
48,204.2540633,145.2625267,71.39447,49.92319272,164.9263722,136.0428592,0.362521624,-3.983399772
49,203.4537467,143.6115533,69.28878,49.28257401,163.5589511,134.3535298,0.363093675,-3.983156585
50,199.2527567,145.5203533,66.89008333,46.03026535,163.4311544,126.239081,0.371261713,-3.978441797
51,223.78847,150.7363333,83.61975333,59.87589876,175.0870456,161.2467545,0.34650801,-4.307063704
52,223.75001,150.5722533,83.69654667,59.96437044,174.9648389,161.4490432,0.346208107,-4.308278896
53,193.8311567,147.1112333,63.95033333,36.82746029,162.6845411,102.7305574,0.394754846,-4.029327811
54,204.1412533,146.3115233,68.67954,48.10278536,165.5881,131.5683061,0.367574717,-4.033071703
55,204.1111933,144.0582567,65.42077667,47.75443399,164.0759022,130.5935165,0.367344407,-4.045665826
56,237.1069167,151.3573033,95.59560667,69.19516185,179.9405078,184.0000705,0.329573236,-4.461895634
57,235.4639667,151.9662767,91.89301333,66.78591652,179.79884,178.2834116,0.334738078,-4.468132796
58,232.3001733,152.87463,90.48546667,64.92064076,179.3498111,173.7922766,0.338497854,-4.456827766
59,164.7368367,137.5495667,29.44961333,21.4239718,146.61199,61.28670126,0.430330049,-3.357428563
60,167.12647,135.7601,33.76251333,24.09056059,146.2155567,68.50914611,0.421908508,-3.350471419
61,167.2117933,135.3492333,36.53952667,22.64386108,145.9700867,64.59162108,0.426250162,-3.354373544
62,197.85701,146.0584467,68.80695,45.98468971,163.3246344,126.1177535,0.37130156,-3.815938834
63,195.2487933,147.7111367,67.53891667,44.45559009,163.5570222,122.28734,0.37538766,-3.811128301
64,195.4180833,147.2001667,67.23003667,44.50344614,163.2728056,122.3903178,0.375065623,-3.804214151
65,221.8991,149.14748,83.35952,59.71278276,173.39802,160.692542,0.345545582,-4.323913706
66,222.5090133,148.8166267,82.86492333,59.5597705,173.3807556,160.3214344,0.345886938,-4.329290816
67,215.3668767,149.578,77.51653667,54.77076599,171.5076256,148.5040933,0.35568757,-4.210217561
68,186.4593767,147.0337733,66.04025333,40.57871568,160.1756411,112.256502,0.383194368,-3.730952721
69,192.01374,143.7575033,67.81950333,44.71339892,159.8429156,122.6991782,0.37206275,-3.728920414
70,175.65531,137.81864,50.94616667,34.2062058,150.4308633,95.38854066,0.394316301,-3.468138919
71,170.6425233,138.4284433,45.31517333,28.07088953,149.16647,79.24195339,0.411461388,-3.540530768
72,177.13678,138.1743333,47.19820667,32.09011045,151.1618156,89.90813802,0.400869875,-3.557317873
73,202.0981333,146.56755,71.99470333,48.5146708,165.0777444,132.5581787,0.36616591,-3.931059856
74,242.7803067,152.9490867,97.02661,71.14718082,182.8928267,188.9414855,0.327821309,-4.531774586
75,239.3806967,153.4090433,93.44224333,68.20485746,182.0662611,181.9003389,0.333485221,-4.531305218
76,243.93027,153.5038233,100.4439433,72.83204752,183.6459722,192.9842995,0.324858397,-4.593189653
77,164.36095,135.8978467,32.46983333,23.01651239,145.3855478,65.58836025,0.424811004,-3.294004941
78,200.75059,147.6578,69.32068667,47.10537201,165.3553967,129.0607833,0.369915763,-3.845062104
79,202.0797367,147.10598,70.42232667,47.74162168,165.4305656,130.6561728,0.368367561,-3.848250735
80,165.7025767,134.3541333,31.89606,23.18846269,144.8036144,66.04022012,0.423988753,-3.259028258
81,167.5562467,133.9296833,35.73360333,26.1345098,145.1385378,73.96405965,0.415064989,-3.263772288
82,194.84031,146.2660833,66.59375,44.43794745,162.4574922,122.1741707,0.374660371,-3.747831823
83,249.7397267,156.00197,107.3572433,76.89796732,187.2478889,202.9163642,0.319387048,-4.666877449
84,249.7465433,156.00739,107.3558267,76.89792392,187.2537744,202.9170314,0.319392131,-4.666877453
85,251.34307,155.3854133,108.89546,78.32733346,187.3712989,206.2431987,0.316546789,-4.668918459
86,165.3446533,133.9759167,39.37175667,26.78974056,144.4321622,75.68951065,0.412658523,-3.201038082
87,165.3383533,133.96947,39.37044333,26.7892971,144.4257644,75.68813546,0.41265624,-3.201038082
88,168.3664433,131.71959,40.14365333,28.81636693,143.9352078,81.04087221,0.406160471,-3.200047247
89,195.0016867,148.5712267,67.29509667,43.94630662,164.0480467,121.0313525,0.377036682,-3.781143488
90,195.29946,148.52905,66.53517,43.74974958,164.1191867,120.5384793,0.377590506,-3.783531759
91,197.92379,147.3949933,69.32525667,46.22300343,164.2379256,126.775782,0.371349465,-3.784568939
1,176.5723467,133.2324467,55.60951667,35.33585206,147.67908,98.17712552,0.389199917,-3.517094088
2,177.6175567,133.4066667,57.64831333,39.13562885,148.14363,107.9050038,0.378603168,-3.52199782
3,181.23368,132.4975967,61.89653,42.17890104,148.7429578,115.608992,0.370459983,-3.525353578
4,179.36634,133.17613,63.75178333,42.25274738,148.5728667,115.7824256,0.370117126,-3.522179219
5,181.47535,132.8049067,64.09828333,42.48865531,149.0283878,116.4035739,0.369819462,-3.531388239
6,173.7601233,137.59685,56.70756,35.59672624,149.6512744,98.94501013,0.389804914,-3.507195303
7,185.0022133,133.6599867,62.13027667,43.22230827,150.7740622,118.3571356,0.369167223,-3.517075125
8,182.0566967,133.5708933,59.06477333,41.26875757,149.7328278,113.3889999,0.373787419,-3.503951315
9,179.9823333,135.1987067,61.15769667,40.81977079,150.1265822,112.2826716,0.375346669,-3.508219928
10,176.3564433,136.09701,57.32673667,37.56693881,149.5168211,103.991347,0.38408066,-3.497201161
11,189.3074467,131.7970933,67.05594667,45.98406769,150.9672111,125.2366583,0.36173967,-3.567958872
12,182.5115533,133.5265867,63.93665333,42.61168534,149.8549089,116.7673432,0.37013289,-3.560003363
13,179.3880567,136.0013167,63.30048,41.21920159,150.4635633,113.3105374,0.37448729,-3.577453709
14,176.3468867,137.0266667,62.37210667,39.00012693,150.1334067,107.6766651,0.380465572,-3.562979934
15,177.8359333,135.4480833,61.85184667,40.2314744,149.5773667,110.7637968,0.376581376,-3.562039589
16,173.6284,131.8066833,46.16736,33.04702028,145.7472556,92.17445492,0.394595551,-3.460995613
17,178.80224,129.44739,57.7361,37.1591366,145.8990067,102.7539169,0.382619812,-3.474993841
18,165.9265767,134.0912933,43.36039333,27.54953677,144.7030544,77.71654486,0.410487325,-3.455252824
